contrato;obra;sequencia_do_trecho;rodovia;descricao_rodovia;descricao_trecho;km_inicial;km_final
DM-009/2022-A;Obra 1;21,0;AMG900;ACESSO;Não Disponível;0,0;9,0
DM-009/2022-A;Obra 1;22,0;AMG900;ACESSO;Não Disponível;0,0;1,6
DM-009/2022-A;Obra 1;23,0;AMG900;ACESSO;Não Disponível;0,0;1,9
DM-009/2022-A;Obra 1;24,0;AMG900;ACESSO;Não Disponível;2,51;2,7
DM-009/2022-A;Obra 1;25,0;AMG900;ACESSO;Não Disponível;9,0;11,2
DM-009/2022-A;Obra 1;26,0;AMG900;ACESSO;Não Disponível;11,0;13,0
DM-009/2022-A;Obra 1;27,0;AMG900;ACESSO;Não Disponível;12,28;13,1
DM-009/2022-A;Obra 1;28,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;599,1;617,8
DM-009/2022-A;Obra 1;29,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;617,8;620,3
DM-009/2022-A;Obra 1;30,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;620,3;628,7
DM-009/2022-A;Obra 1;31,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;628,7;661,4
DM-009/2022-A;Obra 1;32,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;661,4;662,6
DM-009/2022-A;Obra 1;33,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;662,6;713,3
DM-009/2022-A;Obra 1;34,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;713,3;747,2
DM-009/2022-A;Obra 1;35,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;0,0;10,3
DM-009/2022-A;Obra 1;36,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;10,3;15,4
DM-009/2022-A;Obra 1;37,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;15,4;29,1
DM-009/2022-A;Obra 1;38,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;29,1;36,6
DM-009/2022-A;Obra 1;39,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;36,6;51,0
DM-009/2022-A;Obra 1;40,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;51,0;68,0
DM-009/2022-A;Obra 1;41,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;68,0;72,4
DM-009/2022-A;Obra 1;42,0;BR356;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;Não Disponível;300,4;324,5
DM-009/2022-A;Obra 1;43,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;17,1;31,5
DM-009/2022-A;Obra 1;44,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;31,5;36,9
DM-009/2022-A;Obra 1;45,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;36,9;64,8
DM-009/2022-A;Obra 1;46,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;64,8;89,1
DM-009/2022-A;Obra 1;47,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;89,1;94,9
DM-009/2022-A;Obra 1;48,0;CMG474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;0,0;17,1
DM-009/2022-A;Obra 1;49,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;0,0;9,4
DM-009/2022-A;Obra 1;50,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;9,4;11,6
DM-009/2022-A;Obra 1;51,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;11,6;19,6
DM-009/2022-A;Obra 1;52,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;19,6;30,5
DM-009/2022-A;Obra 1;53,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;30,5;31,7
DM-009/2022-A;Obra 1;54,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;31,7;33,7
DM-009/2022-A;Obra 1;55,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;33,7;62,4
DM-009/2022-A;Obra 1;56,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;11,8
DM-009/2022-A;Obra 1;57,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;13,7
DM-009/2022-A;Obra 1;58,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;1,3
DM-009/2022-A;Obra 1;59,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;18,0
DM-009/2022-A;Obra 1;60,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;0,0;12,4
DM-034/2022;Obra 1;1,0;CMG491;SÃO  SEBASTIÃO  DO PARAÍSO-MONTE SANTO DE MINAS-ARCEBURGO-GUAXUPÉ-ALFENAS-PARAGUAÇU-VARGINHA-BR381;Não Disponível;38,5;38,5
DM-009/2022;Obra 1;1,0;AMG900;ACESSO;Não Disponível;0,0;4,5
DM-009/2022;Obra 1;2,0;AMG900;ACESSO;Não Disponível;0,0;11,0
DM-009/2022;Obra 1;3,0;AMG900;ACESSO;Não Disponível;0,0;4,8
DM-009/2022;Obra 1;4,0;AMG900;ACESSO;Não Disponível;0,0;11,8
DM-009/2022;Obra 1;5,0;AMG900;ACESSO;Não Disponível;0,0;3,4
DM-009/2022;Obra 1;6,0;AMG900;ACESSO;Não Disponível;0,0;3,5
DM-009/2022;Obra 1;7,0;AMG900;ACESSO;Não Disponível;0,0;8,8
DM-009/2022;Obra 1;8,0;AMG900;ACESSO;Não Disponível;0,0;1,8
DM-009/2022;Obra 1;9,0;AMG900;ACESSO;Não Disponível;0,0;1,6
DM-009/2022;Obra 1;10,0;AMG900;ACESSO;Não Disponível;0,0;4,5
DM-009/2022;Obra 1;11,0;AMG900;ACESSO;Não Disponível;0,0;5,3
DM-009/2022;Obra 1;12,0;AMG900;ACESSO;Não Disponível;0,0;2,51
DM-009/2022;Obra 1;13,0;AMG900;ACESSO;Não Disponível;0,0;1,6
DM-009/2022;Obra 1;14,0;AMG900;ACESSO;Não Disponível;0,0;1,6
DM-009/2022;Obra 1;15,0;AMG900;ACESSO;Não Disponível;0,0;7,0
DM-009/2022;Obra 1;16,0;AMG900;ACESSO;Não Disponível;0,0;9,0
DM-009/2022;Obra 1;17,0;AMG900;ACESSO;Não Disponível;0,0;12,28
DM-009/2022;Obra 1;18,0;AMG900;ACESSO;Não Disponível;0,0;25,4
DM-009/2022;Obra 1;19,0;AMG900;ACESSO;Não Disponível;0,0;3,3
DM-009/2022;Obra 1;20,0;AMG900;ACESSO;Não Disponível;0,0;12,9
DM-009/2022;Obra 1;21,0;AMG900;ACESSO;Não Disponível;0,0;9,0
DM-009/2022;Obra 1;22,0;AMG900;ACESSO;Não Disponível;0,0;1,6
DM-009/2022;Obra 1;23,0;AMG900;ACESSO;Não Disponível;0,0;1,9
DM-009/2022;Obra 1;24,0;AMG900;ACESSO;Não Disponível;2,51;2,7
DM-009/2022;Obra 1;25,0;AMG900;ACESSO;Não Disponível;9,0;11,2
DM-009/2022;Obra 1;26,0;AMG900;ACESSO;Não Disponível;11,0;13,0
DM-009/2022;Obra 1;27,0;AMG900;ACESSO;Não Disponível;12,28;13,1
DM-009/2022;Obra 1;28,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;599,1;617,8
DM-009/2022;Obra 1;29,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;617,8;620,3
DM-009/2022;Obra 1;30,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;620,3;628,7
DM-009/2022;Obra 1;31,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;628,7;661,4
DM-009/2022;Obra 1;32,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;661,4;662,6
DM-009/2022;Obra 1;33,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;662,6;713,3
DM-009/2022;Obra 1;34,0;BR116;DIV BA/MG-TEÓFILO OTONI-GOVERNADOR VALADARES-REALEZA-DIV MG/RJ(ALÉM PARAÍBA);Não Disponível;713,3;747,2
DM-009/2022;Obra 1;35,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;0,0;10,3
DM-009/2022;Obra 1;36,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;10,3;15,4
DM-009/2022;Obra 1;37,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;15,4;29,1
DM-009/2022;Obra 1;38,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;29,1;36,6
DM-009/2022;Obra 1;39,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;36,6;51,0
DM-009/2022;Obra 1;40,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;51,0;68,0
DM-009/2022;Obra 1;41,0;BR262;DIV ES/MG-MANHUAÇU-JOÃO MONLEVADE-CAETÉ-SABARÁ-BELO HORIZONTE-ARAXÁ-UBERABA-FRUTAL-DIV MG/SP;Não Disponível;68,0;72,4
DM-009/2022;Obra 1;42,0;BR356;BELO HORIZONTE-OURO PRETO-VIÇOSA-ERVÁLIA-MURIÉ-DIV MG/RJ;Não Disponível;300,4;324,5
DM-009/2022;Obra 1;43,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;17,1;31,5
DM-009/2022;Obra 1;44,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;31,5;36,9
DM-009/2022;Obra 1;45,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;36,9;64,8
DM-009/2022;Obra 1;46,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;64,8;89,1
DM-009/2022;Obra 1;47,0;BR474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;89,1;94,9
DM-009/2022;Obra 1;48,0;CMG474;AIMORÉS-IPANEMA-PIEDADE DO CARATINGA-CARATINGA;Não Disponível;0,0;17,1
DM-009/2022;Obra 1;49,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;0,0;9,4
DM-009/2022;Obra 1;50,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;9,4;11,6
DM-009/2022;Obra 1;51,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;11,6;19,6
DM-009/2022;Obra 1;52,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;19,6;30,5
DM-009/2022;Obra 1;53,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;30,5;31,7
DM-009/2022;Obra 1;54,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;31,7;33,7
DM-009/2022;Obra 1;55,0;CMG482;DIV ES/MG-ESPERA FELIZÍ-CARANGOLA-ARAPONGA-VIÇOSA-PIRANGA-ITAVERAVA-CONSELHEIRO LAFAIETE;Não Disponível;33,7;62,4
DM-009/2022;Obra 1;56,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;11,8
DM-009/2022;Obra 1;57,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;13,7
DM-009/2022;Obra 1;58,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;1,3
DM-009/2022;Obra 1;59,0;LINK;LINKS PARA ROTEIRIZAÇÃO - MAPA INTERATIVO ;Não Disponível;0,0;18,0
DM-009/2022;Obra 1;60,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;0,0;12,4
DM-009/2022;Obra 1;61,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;12,4;13,9
DM-009/2022;Obra 1;62,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;13,9;15,9
DM-009/2022;Obra 1;63,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;15,9;18,2
DM-009/2022;Obra 1;64,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;18,2;21,2
DM-009/2022;Obra 1;65,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;21,2;23,2
DM-009/2022;Obra 1;66,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;23,2;35,2
DM-009/2022;Obra 1;67,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;35,2;36,6
DM-009/2022;Obra 1;68,0;LMG615;ANTONIO PRADO DE MINAS-EUGENÓPOLIS-PATROCÍNIO DO MURIAÉ-BARÃO DO MONTE ALTO;Não Disponível;36,6;58,4
DM-009/2022;Obra 1;69,0;LMG822;CHALÉ-LAJINHA;Não Disponível;0,0;0,3
DM-009/2022;Obra 1;70,0;LMG822;CHALÉ-LAJINHA;Não Disponível;0,3;14,8
DM-009/2022;Obra 1;71,0;LMG822;CHALÉ-LAJINHA;Não Disponível;14,8;15,1
DM-009/2022;Obra 1;72,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;0,0;0,9
DM-009/2022;Obra 1;73,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;0,9;6,0
DM-009/2022;Obra 1;74,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;6,0;8,5
DM-009/2022;Obra 1;75,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;8,5;22,3
DM-009/2022;Obra 1;76,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;22,3;23,6
DM-009/2022;Obra 1;77,0;LMG834;ESPERA FELIZ-CAIANA-CARANGOLA;Não Disponível;23,6;24,5
DM-009/2022;Obra 1;78,0;LMG838;ENTR BR262-LUISBURGO;Não Disponível;0,0;7,6
DM-009/2022;Obra 1;79,0;LMG838;ENTR BR262-LUISBURGO;Não Disponível;7,6;8,0
DM-009/2022;Obra 1;80,0;LMG838;ENTR BR262-LUISBURGO;Não Disponível;8,0;23,4
DM-009/2022;Obra 1;81,0;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;Não Disponível;0,0;9,5
DM-009/2022;Obra 1;82,0;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;Não Disponível;9,5;11,3
DM-009/2022;Obra 1;83,0;LMG852;ENTR BR262-SANTA MARGARIDA-ENTR BR116;Não Disponível;11,3;25,7
DM-009/2022;Obra 1;84,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;100,9;103,4
DM-009/2022;Obra 1;85,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;103,4;116,4
DM-009/2022;Obra 1;86,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;144,3;159,9
DM-009/2022;Obra 1;87,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;159,9;169,7
DM-009/2022;Obra 1;88,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;169,7;171,5
DM-009/2022;Obra 1;89,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;171,5;174,6
DM-009/2022;Obra 1;90,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;174,6;198,3
DM-009/2022;Obra 1;91,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;198,3;206,8
DM-009/2022;Obra 1;92,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;206,8;219,7
DM-009/2022;Obra 1;93,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;219,7;220,5
DM-009/2022;Obra 1;94,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;220,5;221,5
DM-009/2022;Obra 1;95,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;221,5;223,5
DM-009/2022;Obra 1;96,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;223,5;229,1
DM-009/2022;Obra 1;97,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;229,1;233,0
DM-009/2022;Obra 1;98,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;233,0;243,9
DM-009/2022;Obra 1;99,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;243,9;248,9
DM-009/2022;Obra 1;100,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;248,9;251,6
DM-009/2022;Obra 1;101,0;MG108;BR458-POCRANE-MUTUM-LAJINHA-MANHUMIRIM;Não Disponível;256,7;269,7
DM-22.005/2020-C;Obra 1;1,0;MG426;ITURAMA-CACHOEIRA DE ÁGUA VERMELHA-DIV MG/SP;Não Disponível;0,0;17,5
DM-22.005/2020-C;Obra 1;2,0;MG461;ENTR BR365 - GURINHATÃ - ENTR BR364;Não Disponível;0,0;44,3
DM-22.005/2020-C;Obra 1;3,0;CMG497;UBERLÂNDIA-CAMPINA VERDE-ITURAMA-PORTO ALENCASTRO-DIV MG/MS;Não Disponível;77,6;331,1
DM-22.005/2020-C;Obra 1;4,0;MG226;DIV GO/MG (PORTO GOUVEIA)-IPIAÇU-CAPINÓPOLIS-CANÁPOLIS-BR153;Não Disponível;0,0;93,0
DM-22.005/2020-C;Obra 1;5,0;LMG864;ENTR MGC497-ENTR LMG865 P/LIMEIRA DO OESTE-UNIÃO DE MINAS;Não Disponível;0,0;21,6
DM-22.005/2020-C;Obra 1;6,0;LMG865;ENTR LMG864 P/UNIÃO DE MINAS-USINA CORURIPE-ENTR MGC497;Não Disponível;0,0;66,0
DM-22.005/2020-C;Obra 1;10,0;CMG154;DIV GO/MG-ITUIUTABA-CRUCILANDIA-CAMPINA VERDE-ITAPAGIPE-DIV MG/SP;Não Disponível;0,0;23,3
DM-22.005/2020-C;Obra 1;11,0;CMG154;DIV GO/MG-ITUIUTABA-CRUCILANDIA-CAMPINA VERDE-ITAPAGIPE-DIV MG/SP;Não Disponível;24,6;113,0
PRC-22.004/2018-E;Obra 1;2,0;MG317;MG214-FELÍCIO DOS SANTOS-RIO VERMELHO;Não Disponível;0,0;17,2
PRC-22.004/2018-E;Obra 1;3,0;CMG451;BR135 (BOCAIÚVA)-OLHOS D ÁGUA-CARBONITA-SÃO PEDRO DO SUAÇUÍ-GOVERNADOR VALADARES;Não Disponível;63,7;98,5
PRC-22.004/2018-E;Obra 1;4,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;178,1;299,2
PRC-22.004/2018-E;Obra 1;5,0;LMG735;DIAMANTINA / SERRO;Não Disponível;0,0;58,2
PRC-22.004/2018-E;Obra 1;6,0;LMG739;ENTR MG010 (CONCEIÇÃO DO MATO DENTRO) / CONGONHAS DO NORTE;Não Disponível;0,0;43,4
PRC-22.004/2018-E;Obra 1;7,0;MG214;MGT367-FELIBERTO CALDEIRA-ITAMARANDIBA-CAPELINHA;Não Disponível;104,3;136,2
PRC-22.004/2018-E;Obra 1;8,0;MG220;TRÊS MARIA-CORINTO-SANTO HIPÓLITO-CONS MATA-BR367;Não Disponível;0,0;62,7
PRC-22.004/2018-E;Obra 1;9,0;CMG367;DIV BA/MG (SALTO DA DIVISA)-JEQUITINHONHA-ARAÇUAÍ-MINAS NOVAS-DIAMANTINA-GOUVEIA;Não Disponível;514,8;644,1
PRC-22.004/2018-E;Obra 1;10,0;MG010;BELO HORIZONTE-VESPASIANO-LAGOA SANTA-CONCEIÇÃO DO MATO DENTRO-SERRO-SERRA AZUL DE MINASRIO VERMELHO;Não Disponível;185,8;225,3
PRC-22.004/2018-E;Obra 1;14,0;CMG259;DIV ES/MG-CONSELHEIRO PENA-GOVERNADOR VALADARES-VIRGINÓPOLIS-DATAS-CURVELO-FELIXLANDIA;Não Disponível;334,6;374,7
PRC-22.004/2018-E;Obra 1;15,0;CMG259;DIV ES/MG-CONSELHEIRO PENA-GOVERNADOR VALADARES-VIRGINÓPOLIS-DATAS-CURVELO-FELIXLANDIA;Não Disponível;379,6;495,5
DC-009/2023;Obra 1;1,0;BR050;DIV GO/MG-UBERLÂNDIA-UBERABAUBERABA-DIV MG/SP;Não Disponível;22,1;36,3
DC-010/2023;Obra 1;2,0;LMG739;ENTR MG010 (CONCEIÇÃO DO MATO DENTRO) / CONGONHAS DO NORTE;Não Disponível;;
DC-007/2023;Obra 1;2,0;MG415;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;Não Disponível;49,0;68,0
DC-007/2023;Obra 2;1,0;MG415;BIQUINHAS (MG060)-MORADA NOVA DE MINAS;Não Disponível;49,0;68,0
PRC-22.043/2017-E;Obra 1;3,0;MG408;BRASILÂNDIA (MG181)-BR365 (PIRAPORA);Não Disponível;0,0;34,9
PRC-22.043/2017-E;Obra 1;4,0;MG410;BR040-PONTE FIRME-MGT354(P/ PRESIDENTE OLEGÁRIO);Não Disponível;0,0;27,5
PRC-22.043/2017-E;Obra 1;5,0;MG181;MG202-BONFINÓPOLIS-BRASILÂNDIA-JOÃO PINHEIRO;Não Disponível;20,6;214,8
PRC-22.043/2017-E;Obra 1;6,0;LMG680;ENTRE RIBEIROS-ENTR LMG690 (P/BR040;Não Disponível;0,0;20,0
PRC-22.043/2017-E;Obra 1;7,0;LMG690;ENTR BR040 (PARACATU)-PORTO BURITI (DIV 26CRG)-ENTR BR040 (JOÃO PINHEIRO);Não Disponível;36,5;96,9
PRC-22.043/2017-E;Obra 1;10,0;LMG698;CANABRAVA-SANTA LUZIA DO OESTE-ENTR MG181;Não Disponível;1,0;59,8
PRC-22.043/2017-E;Obra 1;11,0;LMG714;ENTR BR040-PORTO DIAMANTE (RIO DA PRATA);Não Disponível;0,0;18,9
